prix,ville,nombre de chambres,surface,type,date de publication,type_enc,ville_enc
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762749,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762757,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762759,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762760,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762762,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762763,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762764,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762765,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762766,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762767,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762767,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762768,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762769,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762770,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762771,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762772,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762773,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762773,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762774,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762775,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762776,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762777,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762778,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762779,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762780,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762781,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762781,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762782,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762787,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762788,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762789,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762789,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762790,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762791,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762792,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762793,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762794,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762795,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762796,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762796,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762797,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762798,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762799,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762800,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762801,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762802,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762803,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762803,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762804,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762806,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762807,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762808,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762808,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762809,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762810,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762811,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762812,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762813,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762814,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762815,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762816,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762816,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762817,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762818,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762819,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762820,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762821,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762821,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762822,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762823,1,11
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762824,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762825,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762826,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762826,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762827,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762828,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762829,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762830,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762831,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762832,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762833,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762833,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762834,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762835,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762836,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762837,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762838,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762838,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762839,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762840,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762841,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762842,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762843,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762844,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762845,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762845,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762846,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762847,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762848,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762849,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762850,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762851,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762851,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762852,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762853,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762854,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762855,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762856,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762857,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762857,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762858,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762859,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762860,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762861,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762862,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762863,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762863,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762864,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762865,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762866,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762867,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762868,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762869,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762869,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762870,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762871,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762872,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762873,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762874,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762874,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762875,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762876,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762877,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762878,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762879,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762880,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762881,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762881,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762882,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762883,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762884,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762885,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762886,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762886,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762887,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762888,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762889,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762890,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762891,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762891,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762892,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762893,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762894,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762895,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762896,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762897,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762898,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762898,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762899,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762900,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762901,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762902,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762903,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762903,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762904,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762905,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762906,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762907,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762908,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762909,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762909,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762910,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762911,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762912,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762913,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762914,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762915,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762915,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762916,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762917,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762918,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762919,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762920,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762921,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762921,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762922,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762923,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762924,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762925,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762926,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762926,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762927,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762928,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762929,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762930,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762931,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762932,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762933,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762933,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762934,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762935,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762936,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762937,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762938,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762938,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762939,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762940,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762941,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762942,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762943,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762944,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762945,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762945,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762946,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762947,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762948,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762949,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762950,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762950,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762951,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762952,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762953,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762954,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762955,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762956,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762956,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762957,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762958,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762959,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762960,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762961,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762962,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762962,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762963,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762964,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762965,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762966,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762967,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762967,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762968,1,11
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762969,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762970,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762971,1,4
8500000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762972,1,10
2600000.0,"Palmeraie, Marrakech",3.0,125.0,Appartement,2025-03-21 22:02:51.762973,0,6
9500000.0,"Chrifia, Marrakech",5.0,854.0,Villa,2024-12-21 22:02:51.762973,1,4
8900000.0,"Route de Tahanaoute, Marrakech",4.0,460.0,Villa,2025-05-20 22:02:51.762974,1,10
8300000.0,"Agdal, Marrakech",5.0,450.0,Villa,2025-06-19 22:02:51.762975,1,0
3200000.0,"Dar Bouazza, Casablanca",3.0,274.0,Villa,2024-12-21 22:02:51.762976,1,5
2900000.0,"Plaza, Marrakech",2.0,144.0,Appartement,2024-12-21 22:02:51.762977,0,7
9000000.0,"Chrifia, Marrakech",4.0,440.0,Villa,2024-12-21 22:02:51.762978,1,4
5300000.0,"Route d'Ourika, Marrakech",3.0,220.0,Villa,2025-05-20 22:02:51.762979,1,9
2700000.0,"Quartier des Hôpitaux, Casablanca",3.0,273.0,Appartement,2024-12-21 22:02:51.762980,0,8
2900000.0,"Argan Golf Ressort, Marrakech",3.0,220.0,Villa,2024-12-21 22:02:51.762980,1,2
8500000.0,"Targa, Marrakech",4.0,824.0,Villa,2024-12-21 22:02:51.762981,1,11
11000000.0,"Ain Diab, Casablanca",3.0,350.0,Appartement,2024-12-21 22:02:51.762982,0,1
6500000.0,"Chrifia, Marrakech",4.0,500.0,Villa,2024-12-21 22:02:51.762983,1,4
3900000.0,"Targa, Marrakech",4.0,291.0,Villa,2025-05-20 22:02:51.762984,1,11
8400000.0,"Chrifia, Marrakech",4.0,967.0,Villa,2024-12-21 22:02:51.762985,1,4
6120000.0,"Route d'Ourika, Marrakech",4.0,822.0,Villa,2025-05-20 22:02:51.762986,1,9
2980000.0,"Boulevard Al Massira Al Khadra, Casablanca",3.0,206.0,Appartement,2024-12-21 22:02:51.762987,0,3
8000000.0,"Chrifia, Marrakech",5.0,730.0,Villa,2024-12-21 22:02:51.762987,1,4
